"SITE","site_type","SITE_label","year","substrate_group","Proportion"
"Heron Bommie","SS","Heron Bommie (SS)",2017,"HC",0.531
"Heron Bommie","SS","Heron Bommie (SS)",2017,"HCB",0.006
"Heron Bommie","SS","Heron Bommie (SS)",2017,"NIA",0
"Heron Bommie","SS","Heron Bommie (SS)",2017,"NL",0.356
"Heron Bommie","SS","Heron Bommie (SS)",2017,"NR",0
"Heron Bommie","SS","Heron Bommie (SS)",2017,"OT",0.081
"Heron Bommie","SS","Heron Bommie (SS)",2017,"RKC",0.013
"Heron Bommie","SS","Heron Bommie (SS)",2017,"SC",0.006
"Heron Bommie","SS","Heron Bommie (SS)",2017,"SP",0.006
"Heron Bommie","SS","Heron Bommie (SS)",2018,"HC",0.663
"Heron Bommie","SS","Heron Bommie (SS)",2018,"HCB",0
"Heron Bommie","SS","Heron Bommie (SS)",2018,"NIA",0
"Heron Bommie","SS","Heron Bommie (SS)",2018,"NL",0.27
"Heron Bommie","SS","Heron Bommie (SS)",2018,"NR",0
"Heron Bommie","SS","Heron Bommie (SS)",2018,"OT",0.013
"Heron Bommie","SS","Heron Bommie (SS)",2018,"RKC",0
"Heron Bommie","SS","Heron Bommie (SS)",2018,"SC",0.056
"Heron Bommie","SS","Heron Bommie (SS)",2018,"SP",0
"Heron Bommie","SS","Heron Bommie (SS)",2019,"HC",0.432
"Heron Bommie","SS","Heron Bommie (SS)",2019,"HCB",0
"Heron Bommie","SS","Heron Bommie (SS)",2019,"NIA",0.006
"Heron Bommie","SS","Heron Bommie (SS)",2019,"NL",0.538
"Heron Bommie","SS","Heron Bommie (SS)",2019,"NR",0
"Heron Bommie","SS","Heron Bommie (SS)",2019,"OT",0.019
"Heron Bommie","SS","Heron Bommie (SS)",2019,"RKC",0.006
"Heron Bommie","SS","Heron Bommie (SS)",2019,"SC",0
"Heron Bommie","SS","Heron Bommie (SS)",2019,"SP",0
"Heron Bommie","SS","Heron Bommie (SS)",2020,"HC",0.606
"Heron Bommie","SS","Heron Bommie (SS)",2020,"HCB",0
"Heron Bommie","SS","Heron Bommie (SS)",2020,"NIA",0
"Heron Bommie","SS","Heron Bommie (SS)",2020,"NL",0.357
"Heron Bommie","SS","Heron Bommie (SS)",2020,"NR",0
"Heron Bommie","SS","Heron Bommie (SS)",2020,"OT",0
"Heron Bommie","SS","Heron Bommie (SS)",2020,"RKC",0
"Heron Bommie","SS","Heron Bommie (SS)",2020,"SC",0.038
"Heron Bommie","SS","Heron Bommie (SS)",2020,"SP",0
"Heron Bommie","SS","Heron Bommie (SS)",2021,"HC",0.469
"Heron Bommie","SS","Heron Bommie (SS)",2021,"HCB",0
"Heron Bommie","SS","Heron Bommie (SS)",2021,"NIA",0.006
"Heron Bommie","SS","Heron Bommie (SS)",2021,"NL",0.393
"Heron Bommie","SS","Heron Bommie (SS)",2021,"NR",0
"Heron Bommie","SS","Heron Bommie (SS)",2021,"OT",0.1
"Heron Bommie","SS","Heron Bommie (SS)",2021,"RKC",0
"Heron Bommie","SS","Heron Bommie (SS)",2021,"SC",0.025
"Heron Bommie","SS","Heron Bommie (SS)",2021,"SP",0.006
"Heron Bommie","SS","Heron Bommie (SS)",2022,"HC",0.55
"Heron Bommie","SS","Heron Bommie (SS)",2022,"HCB",0.013
"Heron Bommie","SS","Heron Bommie (SS)",2022,"NIA",0
"Heron Bommie","SS","Heron Bommie (SS)",2022,"NL",0.393
"Heron Bommie","SS","Heron Bommie (SS)",2022,"NR",0
"Heron Bommie","SS","Heron Bommie (SS)",2022,"OT",0.013
"Heron Bommie","SS","Heron Bommie (SS)",2022,"RKC",0
"Heron Bommie","SS","Heron Bommie (SS)",2022,"SC",0.031
"Heron Bommie","SS","Heron Bommie (SS)",2022,"SP",0
"Heron Bommie","SS","Heron Bommie (SS)",2023,"HC",0.718
"Heron Bommie","SS","Heron Bommie (SS)",2023,"HCB",0
"Heron Bommie","SS","Heron Bommie (SS)",2023,"NIA",0
"Heron Bommie","SS","Heron Bommie (SS)",2023,"NL",0.218
"Heron Bommie","SS","Heron Bommie (SS)",2023,"NR",0
"Heron Bommie","SS","Heron Bommie (SS)",2023,"OT",0.038
"Heron Bommie","SS","Heron Bommie (SS)",2023,"RKC",0
"Heron Bommie","SS","Heron Bommie (SS)",2023,"SC",0.025
"Heron Bommie","SS","Heron Bommie (SS)",2023,"SP",0
"Heron Bommie","SS","Heron Bommie (SS)",2024,"HC",0.32
"Heron Bommie","SS","Heron Bommie (SS)",2024,"HCB",0
"Heron Bommie","SS","Heron Bommie (SS)",2024,"NIA",0.013
"Heron Bommie","SS","Heron Bommie (SS)",2024,"NL",0.569
"Heron Bommie","SS","Heron Bommie (SS)",2024,"NR",0
"Heron Bommie","SS","Heron Bommie (SS)",2024,"OT",0.056
"Heron Bommie","SS","Heron Bommie (SS)",2024,"RKC",0.025
"Heron Bommie","SS","Heron Bommie (SS)",2024,"SC",0.019
"Heron Bommie","SS","Heron Bommie (SS)",2024,"SP",0
